"Project-Roll-Frame","Date","Publisher","Scale","sortOrder","Physical Item Location","Rights","County#1","State#1","1:24000 USGS Topo Quad Name#1#1","1:24000 USGS Topo Quad Name Authority#1#1","1:24000 USGS Topo Quad Name#1#10","1:24000 USGS Topo Quad Name Authority#1#10","1:24000 USGS Topo Quad Name#1#11","1:24000 USGS Topo Quad Name Authority#1#11","1:24000 USGS Topo Quad Name#1#12","1:24000 USGS Topo Quad Name Authority#1#12","1:24000 USGS Topo Quad Name#1#13","1:24000 USGS Topo Quad Name Authority#1#13","1:24000 USGS Topo Quad Name#1#14","1:24000 USGS Topo Quad Name Authority#1#14","1:24000 USGS Topo Quad Name#1#15","1:24000 USGS Topo Quad Name Authority#1#15","1:24000 USGS Topo Quad Name#1#16","1:24000 USGS Topo Quad Name Authority#1#16","1:24000 USGS Topo Quad Name#1#2","1:24000 USGS Topo Quad Name Authority#1#2","1:24000 USGS Topo Quad Name#1#3","1:24000 USGS Topo Quad Name Authority#1#3","1:24000 USGS Topo Quad Name#1#4","1:24000 USGS Topo Quad Name Authority#1#4","1:24000 USGS Topo Quad Name#1#5","1:24000 USGS Topo Quad Name Authority#1#5","1:24000 USGS Topo Quad Name#1#6","1:24000 USGS Topo Quad Name Authority#1#6","1:24000 USGS Topo Quad Name#1#7","1:24000 USGS Topo Quad Name Authority#1#7","1:24000 USGS Topo Quad Name#1#8","1:24000 USGS Topo Quad Name Authority#1#8","1:24000 USGS Topo Quad Name#1#9","1:24000 USGS Topo Quad Name Authority#1#9","Landmark#1#1","Landmark Authority#1#1","County#2","State#2","1:24000 USGS Topo Quad Name#2#1","1:24000 USGS Topo Quad Name Authority#2#1","1:24000 USGS Topo Quad Name#2#2","1:24000 USGS Topo Quad Name Authority#2#2","1:24000 USGS Topo Quad Name#2#3","1:24000 USGS Topo Quad Name Authority#2#3","1:24000 USGS Topo Quad Name#2#4","1:24000 USGS Topo Quad Name Authority#2#4","Landmark#2#1","Landmark Authority#2#1","County#3","State#3","1:24000 USGS Topo Quad Name#3#1","1:24000 USGS Topo Quad Name Authority#3#1","1:24000 USGS Topo Quad Name#3#2","1:24000 USGS Topo Quad Name Authority#3#2","1:24000 USGS Topo Quad Name#3#3","1:24000 USGS Topo Quad Name Authority#3#3","County#4","State#4","1:24000 USGS Topo Quad Name#4#1","1:24000 USGS Topo Quad Name Authority#4#1","Center Point Latitude#1","Center Point Longitude#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1","lnexp_IMAGEURL:8"
"BOW 34-111","10/04/1947","United States Forest Service","1:20,000","34111","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Trail Ridge","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Forest Canyon Overlook","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 23 34","-105 42 03","39067","","BOW034111.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39067~104245","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034111.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034111.jp2&width=5321&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-113","10/04/1947","United States Forest Service","1:20,000","34113","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stones Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 21 33","-105 42 07","39071","","BOW034113.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39071~104246","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034113.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034113.jp2&width=5370&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-115","10/04/1947","United States Forest Service","1:20,000","34115","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Knobtop Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 19 37","-105 42 12","39074","","BOW034115.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39074~104247","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034115.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034115.jp2&width=5249&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-117","10/04/1947","United States Forest Service","1:20,000","34117","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ptarmigan Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 17 55","-105 42 25","39078","","BOW034117.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39078~104248","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034117.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034117.jp2&width=5370&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-119","10/04/1947","United States Forest Service","1:20,000","34119","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","McHenrys Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nanita, Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 16 03","-105 42 30","39081","","BOW034119.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39081~104249","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034119.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034119.jp2&width=5129&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-121","10/04/1947","United States Forest Service","1:20,000","34121","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Verna, Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 14 05","-105 42 37","39085","","BOW034121.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39085~104250","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034121.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034121.jp2&width=5129&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-123","10/04/1947","United States Forest Service","1:20,000","34123","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Craig, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 12 06","-105 42 45","39089","","BOW034123.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39089~104251","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034123.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034123.jp2&width=5346&height=5437&x=0&y=0&resolution=6&level=0"
"BOW 34-125","10/04/1947","United States Forest Service","1:20,000","34125","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Watanga Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 10 29","-105 42 52","39093","","BOW034125.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39093~104252","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034125.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034125.jp2&width=5370&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-127","10/04/1947","United States Forest Service","1:20,000","34127","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Isolation Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irving Hale, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 08 35","-105 43 03","39097","","BOW034127.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39097~104253","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034127.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034127.jp2&width=5370&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-129","10/04/1947","United States Forest Service","1:20,000","34129","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hell Canyon","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 06 50","-105 43 11","39101","","BOW034129.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39101~104254","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034129.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034129.jp2&width=5370&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-131","10/04/1947","United States Forest Service","1:20,000","34131","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mill Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 04 37","-105 43 30","39104","","BOW034131.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39104~104255","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034131.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034131.jp2&width=5346&height=5413&x=0&y=0&resolution=6&level=0"
"BOW 34-133","10/04/1947","United States Forest Service","1:20,000","34133","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Meadow Creek Reservoir","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 02 43","-105 43 31","39107","","BOW034133.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39107~104256","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034133.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034133.jp2&width=5105&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-135","10/04/1947","United States Forest Service","1:20,000","34135","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Monarch Lake","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hamilton Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 00 43","-105 43 38","39111","","BOW034135.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39111~104257","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034135.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034135.jp2&width=5153&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-137","10/04/1947","United States Forest Service","1:20,000","34137","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Little Cabin Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 58 44","-105 43 43","39114","","BOW034137.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39114~104258","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034137.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034137.jp2&width=5153&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-139","10/04/1947","United States Forest Service","1:20,000","34139","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","North Fork Ranch Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 56 37","-105 43 50","39118","","BOW034139.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39118~104259","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034139.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034139.jp2&width=5201&height=5244&x=0&y=0&resolution=6&level=0"
"BOW 34-141","10/04/1947","United States Forest Service","1:20,000","34141","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","South Fork Ranch Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 54 31","-105 43 43","39121","","BOW034141.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39121~104260","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034141.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034141.jp2&width=5346&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-143","10/04/1947","United States Forest Service","1:20,000","34143","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","East Portal","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jim Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 52 46","-105 43 45","39124","","BOW034143.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39124~104261","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034143.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034143.jp2&width=5273&height=5244&x=0&y=0&resolution=6&level=0"
"BOW 34-145","10/04/1947","United States Forest Service","1:20,000","34145","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Parry Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 50 54","-105 43 47","39127","","BOW034145.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39127~104262","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034145.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034145.jp2&width=5346&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-147","10/04/1947","United States Forest Service","1:20,000","34147","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Grand","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Witter Peak","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 48 58","-105 43 54","39130","","BOW034147.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39130~104263","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034147.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034147.jp2&width=5153&height=5196&x=0&y=0&resolution=6&level=0"
"BOW 34-149","10/04/1947","United States Forest Service","1:20,000","34149","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Clear Creek","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cone Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 47 08","-105 43 59","39134","","BOW034149.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39134~104264","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034149.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034149.jp2&width=5370&height=5389&x=0&y=0&resolution=6&level=0"
"BOW 34-151","10/04/1947","United States Forest Service","1:20,000","34151","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Clear Creek","Colorado","Empire","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bard Creek","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","39 45 09","-105 44 02","39138","","BOW034151.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39138~104265","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034151.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034151.jp2&width=5346&height=5413&x=0&y=0&resolution=6&level=0"
"BOW 34-152","10/04/1947","United States Forest Service","1:20,000","34152","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Estes Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dunraven, Mount","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 29 50","-105 35 17","39142","","BOW034152.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39142~104266","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034152.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034152.jp2&width=5177&height=5268&x=0&y=0&resolution=6&level=0"
"BOW 34-154","10/04/1947","United States Forest Service","1:20,000","34154","http://ucblibraries.colorado.edu/map/aerialphotos.htm","","Larimer","Colorado","Estes Park","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mummy Mountain","USGS Geographic Names Information System (GNIS)","","","","","","","","","","","","","","","","","","","","","","","","","40 28 17","-105 35 18","39146","","BOW034154.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~17~17~39146~104267","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/UCBOULDERCB1-17-NA/1059/BOW034154.jpg","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/JP2K/UCBOULDERCB1-17-NA/1059/BOW034154.jp2&width=5346&height=5413&x=0&y=0&resolution=6&level=0"
